item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
until	43	0	0.12	1	0.49	0	0.00	2	1.43	1	0.48	2	1.55	1	0.56	1	0.49	0	0.23	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	1	0.49	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	0	0.06	3	0.70	0	0.08	0	0.16	2	1.75	0	0.00	0	0.00	0	0.12	0	0.11	3	0.66	5	-0.85	1	0.54	0	0.16	8	1.75	0	0.08	0	0.25	1	0.49	0	0.08	0	0.15	3	-0.89	0	0.34	1	-0.57	2	1.37	0	0.17	0	-0.46	0	0.19	4	3.69
ago	43	0	0.12	0	0.24	0	0.00	1	0.63	1	0.48	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	0	0.09	0	-0.56	11	15.47	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	1	0.59	1	0.76	0	0.00	0	0.00	0	0.12	0	0.11	3	0.66	0	-3.18	0	-0.83	1	0.59	0	-1.67	0	0.08	5	3.61	7	5.93	0	0.08	1	0.61	1	-1.61	4	2.19	0	-0.89	0	0.15	3	2.16	2	0.71	0	0.19	1	0.66
role	43	0	0.12	0	0.24	0	0.00	0	0.14	1	0.48	0	0.12	0	0.18	0	0.25	4	2.74	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	2	1.04	0	0.09	3	1.02	0	0.10	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	1	0.76	0	0.00	0	0.00	0	0.12	0	0.11	1	-1.03	1	-2.28	2	0.56	0	0.16	11	3.24	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	10	1.77	0	0.34	5	1.47	0	0.15	2	1.27	0	-0.46	0	0.19	0	0.13
T	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	1	0.56	0	0.25	1	0.50	0	0.07	3	1.10	1	0.76	0	0.10	0	0.01	0	-0.76	0	0.10	1	0.54	0	0.25	0	0.09	0	-0.56	0	0.10	2	1.04	0	0.16	0	0.06	2	0.56	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	2	1.57	0	0.11	3	0.66	16	3.46	1	0.54	0	0.16	1	-1.06	0	0.08	1	0.49	0	0.24	0	0.08	0	0.15	4	-0.75	0	0.34	2	0.56	0	0.15	1	0.57	0	-0.46	1	0.55	0	0.13
Rings	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	1	0.56	0	0.25	0	0.23	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	0	0.09	40	57.18	0	0.10	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	0	-3.18	0	-0.83	0	0.16	2	-0.77	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	0	-2.37	0	0.34	0	-0.89	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
don	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	3	1.79	1	0.50	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	1	0.49	0	0.09	2	0.64	0	0.10	1	0.49	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	0	0.11	7	1.41	5	-0.85	2	0.56	0	0.16	0	-1.67	0	0.08	1	0.49	0	0.24	1	0.83	2	1.37	5	0.73	2	0.86	0	-0.89	0	0.15	0	0.17	7	4.16	0	0.19	3	2.52
Street	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	2	1.05	2	1.08	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	1	0.49	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	1	0.90	4	0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	16	3.46	0	-0.83	0	0.16	2	-0.77	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	10	1.77	0	0.34	3	0.73	2	1.37	0	0.17	0	-0.46	0	0.19	0	0.13
Cast	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	2	1.08	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	2	1.04	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	8	0.87	27	25.65	0	0.16	0	-1.67	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	0	-2.37	0	0.34	0	-0.89	2	1.37	0	0.17	0	-0.46	0	0.19	2	1.50
International	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	3	1.84	0	0.07	3	1.10	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	1	0.49	0	0.09	0	-0.56	0	0.10	1	0.49	0	0.16	0	0.06	1	-0.61	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	1	0.69	3	2.72	0	-1.62	13	2.13	0	-0.83	0	0.16	1	-1.06	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	13	3.10	1	0.44	2	0.56	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
Company	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	3	1.10	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	1	0.76	0	-0.56	1	0.75	0	0.25	0	0.16	0	0.06	1	-0.61	0	0.08	0	0.16	1	0.76	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	8	0.87	0	-0.83	0	0.16	0	-1.67	0	0.08	1	0.49	0	0.24	0	0.08	0	0.15	26	13.32	0	0.34	1	-0.57	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
Folk	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	20	19.79	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	0	0.09	0	-0.56	0	0.10	19	23.94	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	0	-3.18	4	1.11	0	0.16	0	-1.67	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	0	-2.37	0	0.34	0	-0.89	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
Don	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	0	-0.50	0	0.09	1	0.74	0	0.01	0	-0.76	0	0.10	0	0.19	3	1.78	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	1	0.90	0	-0.97	2	1.89	0	0.16	1	0.76	0	0.00	0	0.00	0	0.12	0	0.11	0	-1.62	22	7.26	0	-0.83	0	0.16	0	-1.67	2	1.85	0	0.25	1	0.49	2	1.90	0	0.15	4	-0.75	1	0.44	0	-0.89	0	0.15	0	0.17	2	0.71	1	0.55	0	0.13
Faculty	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	43	95.11	0	0.11	0	-1.62	0	-3.18	0	-0.83	0	0.16	0	-1.67	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	0	-2.37	0	0.34	0	-0.89	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
Con	43	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.18	0	0.25	0	0.23	0	0.07	0	-0.50	0	0.09	0	0.10	0	0.01	0	-0.76	0	0.10	0	0.19	0	0.25	0	0.09	0	-0.56	0	0.10	0	0.25	0	0.16	0	0.06	0	-0.97	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.12	43	96.40	0	-1.62	0	-3.18	0	-0.83	0	0.16	0	-1.67	0	0.08	0	0.25	0	0.24	0	0.08	0	0.15	0	-2.37	0	0.34	0	-0.89	0	0.15	0	0.17	0	-0.46	0	0.19	0	0.13
Our	42	3	2.65	5	3.72	0	0.00	0	0.14	0	0.26	3	2.63	1	0.57	0	0.24	0	0.23	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	0	-0.55	0	0.09	1	0.49	0	0.16	0	0.06	0	-0.94	0	0.08	11	13.28	5	5.69	0	0.00	0	0.00	0	0.11	6	6.78	1	-1.00	2	-1.63	0	-0.81	0	0.15	0	-1.63	0	0.08	0	0.25	1	0.50	0	0.07	0	0.15	0	-2.32	0	0.33	0	-0.87	1	0.61	0	0.17	0	-0.45	1	0.56	0	0.13
Here	42	1	0.69	1	0.50	0	0.00	0	0.14	0	0.26	0	0.12	0	0.17	2	1.06	0	0.23	0	0.07	0	-0.49	0	0.09	1	0.74	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	8	4.61	1	0.75	2	1.05	0	0.16	0	0.06	1	-0.60	0	0.08	0	0.16	1	0.77	0	0.00	0	0.00	0	0.11	1	0.72	0	-1.59	5	-0.83	0	-0.81	0	0.15	1	-1.03	0	0.08	0	0.25	0	0.24	0	0.07	1	0.61	3	-0.86	4	2.23	3	0.75	1	0.61	0	0.17	5	2.53	0	0.18	0	0.13
land	42	2	1.57	0	0.24	0	0.00	0	0.14	1	0.48	0	0.12	0	0.17	0	0.24	0	0.23	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	3	1.04	0	0.09	0	0.24	0	0.16	0	0.06	0	-0.94	0	0.08	0	0.16	2	1.77	0	0.00	0	0.00	0	0.11	0	0.11	1	-1.00	2	-1.63	7	2.77	4	3.39	7	1.41	0	0.08	4	2.67	2	1.07	0	0.07	0	0.15	1	-1.56	1	0.44	0	-0.87	2	1.39	0	0.17	1	0.43	0	0.18	1	0.66
While	42	0	0.12	1	0.50	0	0.00	0	0.14	1	0.48	0	0.12	1	0.57	0	0.24	1	0.50	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	1	0.50	0	0.10	0	0.19	1	0.49	0	0.09	2	0.64	0	0.09	0	0.24	0	0.16	0	0.06	3	0.71	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	5	0.86	1	-2.21	1	0.53	0	0.15	7	1.41	0	0.08	0	0.25	2	1.07	0	0.07	0	0.15	11	2.24	0	0.33	1	0.56	0	0.15	0	0.17	1	0.43	1	0.56	0	0.13
Monster	42	0	0.12	2	1.07	0	0.00	0	0.14	7	5.75	0	0.12	0	0.17	0	0.24	0	0.23	0	0.07	7	4.00	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	11	5.33	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	1	-1.00	0	-3.10	0	-0.81	0	0.15	0	-1.63	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	14	3.75	0	0.33	0	-0.87	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
Brian	42	0	0.12	0	0.24	0	0.00	1	0.64	0	0.26	0	0.12	0	0.17	0	0.24	13	14.51	0	0.07	0	-0.49	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	4	2.69	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	3	0.71	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	2	-0.73	6	0.77	0	-0.81	0	0.15	1	-1.03	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	5	0.73	0	0.33	6	2.03	0	0.15	0	0.17	1	0.43	0	0.18	0	0.13
should	42	0	0.12	0	0.24	0	0.00	1	0.64	0	0.26	0	0.12	0	0.17	1	0.49	0	0.23	0	0.07	0	-0.49	0	0.09	0	0.10	0	0.01	5	1.71	1	0.75	2	1.22	0	0.24	0	0.09	0	-0.55	0	0.09	0	0.24	1	0.59	0	0.06	0	-0.94	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	5	0.86	2	-1.63	2	0.56	2	1.36	1	-1.03	1	0.82	2	1.05	0	0.24	0	0.07	1	0.61	12	2.69	0	0.33	1	0.56	0	0.15	0	0.17	1	0.43	0	0.18	1	0.66
British	42	0	0.12	0	0.24	0	0.00	0	0.14	3	1.74	0	0.12	0	0.17	0	0.24	14	16.09	0	0.07	2	0.68	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	2	1.05	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	3	0.71	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	2	-0.73	7	0.79	0	-0.81	0	0.15	2	-0.75	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	1	-1.56	0	0.33	0	-0.87	2	1.39	1	0.57	1	0.43	0	0.18	2	1.52
far	42	0	0.12	0	0.24	0	0.00	0	0.14	2	1.02	0	0.12	0	0.17	0	0.24	0	0.23	0	0.07	0	-0.49	3	2.92	0	0.10	0	0.01	2	0.57	0	0.10	0	0.19	0	0.24	0	0.09	1	0.44	0	0.09	0	0.24	1	0.59	0	0.06	2	0.56	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	6	1.12	2	-1.63	2	0.56	0	0.15	3	0.66	0	0.08	0	0.25	2	1.07	0	0.07	2	1.39	6	0.81	1	0.44	1	0.56	0	0.15	3	2.19	3	1.20	0	0.18	0	0.13
Smith	42	0	0.12	0	0.24	0	0.00	0	0.14	1	0.48	0	0.12	0	0.17	0	0.24	1	0.50	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	5	3.68	0	0.09	0	-0.55	0	0.09	1	0.49	0	0.16	0	0.06	2	0.56	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	1	-1.00	24	9.12	1	0.53	0	0.15	0	-1.63	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	1	-1.56	0	0.33	4	1.07	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
French	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	1	0.57	0	0.24	0	0.23	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	2	1.22	1	0.49	0	0.09	0	-0.55	0	0.09	2	1.05	0	0.16	0	0.06	3	0.71	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	5	0.86	9	1.04	14	8.88	0	0.15	3	0.66	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	0	-2.32	0	0.33	0	-0.87	1	0.61	0	0.17	0	-0.45	0	0.18	0	0.13
Local	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	1	0.57	1	0.49	0	0.23	24	46.58	0	-0.49	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	1	0.55	1	0.49	0	0.09	0	-0.55	0	0.09	0	0.24	6	5.79	0	0.06	0	-0.94	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	0	-1.59	0	-3.10	1	0.53	0	0.15	0	-1.63	0	0.08	0	0.25	0	0.24	0	0.07	7	7.33	0	-2.32	0	0.33	0	-0.87	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
Can	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	1	0.57	2	1.06	0	0.23	1	0.86	0	-0.49	0	0.09	1	0.74	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	0	-0.55	2	1.73	0	0.24	0	0.16	0	0.06	1	-0.60	1	0.84	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	3	0.65	23	8.29	0	-0.81	0	0.15	1	-1.03	0	0.08	3	1.79	0	0.24	0	0.07	0	0.15	0	-2.32	0	0.33	0	-0.87	0	0.15	1	0.57	0	-0.45	0	0.18	2	1.52
Kingdom	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.17	0	0.24	6	4.90	0	0.07	2	0.68	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	5	3.68	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	6	1.87	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	0	-1.59	0	-3.10	0	-0.81	1	0.60	17	7.74	0	0.08	0	0.25	2	1.07	0	0.07	0	0.15	2	-1.12	1	0.44	0	-0.87	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
sales	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.17	0	0.24	1	0.50	0	0.07	0	-0.49	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	1	0.49	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	0	-0.94	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	0	-1.59	16	3.59	0	-0.81	0	0.15	14	5.33	0	0.08	1	0.49	0	0.24	0	0.07	0	0.15	9	1.48	0	0.33	0	-0.87	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
Twilight	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.17	0	0.24	0	0.23	0	0.07	0	-0.49	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	0	-0.94	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	0	-1.59	0	-3.10	0	-0.81	5	4.58	36	32.01	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	1	-1.56	0	0.33	0	-0.87	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
Switch	42	0	0.12	0	0.24	0	0.00	0	0.14	0	0.26	0	0.12	0	0.17	0	0.24	0	0.23	0	0.07	0	-0.49	0	0.09	0	0.10	0	0.01	0	-0.75	0	0.10	0	0.19	0	0.24	0	0.09	0	-0.55	0	0.09	0	0.24	0	0.16	0	0.06	0	-0.94	0	0.08	0	0.16	0	0.09	0	0.00	0	0.00	0	0.11	0	0.11	0	-1.59	0	-3.10	0	-0.81	0	0.15	23	13.68	0	0.08	0	0.25	0	0.24	0	0.07	0	0.15	16	4.99	0	0.33	3	0.75	0	0.15	0	0.17	0	-0.45	0	0.18	0	0.13
culture	41	1	0.70	0	0.23	0	0.00	0	0.13	0	0.25	1	0.69	1	0.57	0	0.23	0	0.22	0	0.07	3	1.14	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	0	0.24	0	0.09	1	0.44	0	0.09	4	2.72	0	0.16	0	0.06	7	2.49	0	0.07	1	0.61	1	0.78	0	0.00	0	0.00	0	0.11	1	0.72	1	-0.98	5	-0.81	4	1.15	0	0.15	0	-1.59	0	0.08	0	0.24	1	0.50	0	0.07	0	0.15	7	0.99	0	0.32	0	-0.85	0	0.14	0	0.17	0	-0.44	2	1.26	0	0.12
rights	41	1	0.70	0	0.23	0	0.00	0	0.13	0	0.25	1	0.69	0	0.17	0	0.23	1	0.51	0	0.07	0	-0.48	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	3	2.10	1	0.50	0	0.09	1	0.44	0	0.09	0	0.24	0	0.16	0	0.06	0	-0.92	1	0.84	0	0.15	1	0.78	0	0.00	0	0.00	0	0.11	1	0.72	1	-0.98	10	1.30	2	0.56	0	0.15	0	-1.59	1	0.83	0	0.24	0	0.23	1	0.85	2	1.41	7	0.99	0	0.32	4	1.09	2	1.41	0	0.17	0	-0.44	0	0.18	0	0.12
points	41	0	0.11	1	0.50	0	0.00	0	0.13	0	0.25	0	0.11	1	0.57	0	0.23	0	0.22	0	0.07	2	0.69	0	0.09	0	0.10	0	0.01	4	1.24	0	0.09	2	1.23	0	0.24	0	0.09	0	-0.53	2	1.75	1	0.50	0	0.16	0	0.06	0	-0.92	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	22	13.08	0	-3.03	0	-0.79	0	0.15	2	-0.73	0	0.08	0	0.24	0	0.23	0	0.07	0	0.15	1	-1.52	0	0.32	2	0.56	0	0.14	0	0.17	0	-0.44	1	0.56	0	0.12
influence	41	0	0.11	1	0.50	0	0.00	0	0.13	0	0.25	0	0.11	2	1.29	0	0.23	0	0.22	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	1	0.50	0	0.09	1	0.44	0	0.09	1	0.50	0	0.16	0	0.06	0	-0.92	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	0	-1.55	15	3.20	1	0.52	0	0.15	12	4.05	0	0.08	0	0.24	1	0.50	0	0.07	0	0.15	3	-0.84	0	0.32	0	-0.85	0	0.14	0	0.17	0	-0.44	2	1.26	0	0.12
Will	41	0	0.11	2	1.08	0	0.00	0	0.13	0	0.25	0	0.11	0	0.17	0	0.23	0	0.22	0	0.07	0	-0.48	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	2	1.23	0	0.24	0	0.09	1	0.44	0	0.09	1	0.50	0	0.16	0	0.06	6	1.92	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	1	-0.98	22	7.74	0	-0.79	0	0.15	1	-1.01	0	0.08	0	0.24	0	0.23	0	0.07	0	0.15	2	-1.08	0	0.32	3	0.76	0	0.14	0	0.17	0	-0.44	0	0.18	0	0.12
days	41	0	0.11	0	0.23	0	0.00	1	0.64	1	0.49	0	0.11	0	0.17	0	0.23	1	0.51	3	3.28	0	-0.48	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	1	0.55	1	0.50	0	0.09	0	-0.53	0	0.09	0	0.24	1	0.60	0	0.06	0	-0.92	0	0.07	8	8.72	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	3	0.65	2	-1.58	2	0.56	0	0.15	2	-0.73	0	0.08	0	0.24	5	3.78	0	0.07	1	0.62	3	-0.84	0	0.32	2	0.56	1	0.62	0	0.17	2	0.73	1	0.56	0	0.12
high	41	0	0.11	0	0.23	0	0.00	1	0.64	1	0.49	0	0.11	0	0.17	0	0.23	0	0.22	0	0.07	0	-0.48	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	0	0.24	0	0.09	2	0.65	0	0.09	1	0.50	0	0.16	0	0.06	5	1.42	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	5	0.88	3	-1.20	0	-0.79	0	0.15	0	-1.59	0	0.08	1	0.50	1	0.50	0	0.07	4	3.49	10	1.89	1	0.45	4	1.09	0	0.14	0	0.17	1	0.43	1	0.56	0	0.12
big	41	0	0.11	0	0.23	0	0.00	0	0.13	1	0.49	0	0.11	0	0.17	1	0.50	0	0.22	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	0	0.24	0	0.09	0	-0.53	1	0.76	0	0.24	0	0.16	0	0.06	3	0.72	0	0.07	0	0.15	1	0.78	0	0.00	0	0.00	0	0.11	0	0.10	13	4.85	3	-1.20	0	-0.79	0	0.15	1	-1.01	0	0.08	1	0.50	1	0.50	1	0.85	1	0.62	5	0.73	1	0.45	1	0.55	0	0.14	0	0.17	5	2.57	0	0.18	0	0.12
night	41	0	0.11	0	0.23	0	0.00	0	0.13	2	1.03	1	0.69	0	0.17	3	1.84	1	0.51	0	0.07	1	0.43	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	2	1.07	0	0.09	0	-0.53	0	0.09	0	0.24	0	0.16	2	2.10	10	4.62	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	8	1.90	1	-2.15	0	-0.79	0	0.15	0	-1.59	0	0.08	0	0.24	0	0.23	0	0.07	3	2.38	2	-1.08	2	0.88	0	-0.85	0	0.14	0	0.17	3	1.22	0	0.18	0	0.12
sold	41	0	0.11	0	0.23	0	0.00	0	0.13	1	0.49	0	0.11	0	0.17	0	0.23	0	0.22	0	0.07	0	-0.48	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	0	0.24	0	0.09	0	-0.53	0	0.09	0	0.24	0	0.16	0	0.06	1	-0.58	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	0	-1.55	20	6.24	0	-0.79	0	0.15	3	0.65	0	0.08	0	0.24	0	0.23	0	0.07	0	0.15	12	2.78	0	0.32	2	0.56	0	0.14	0	0.17	0	-0.44	0	0.18	2	1.53
Log	41	0	0.11	0	0.23	0	0.00	0	0.13	0	0.25	0	0.11	1	0.57	0	0.23	2	1.11	0	0.07	2	0.69	0	0.09	0	0.10	0	0.01	0	-0.73	0	0.09	0	0.19	0	0.24	0	0.09	0	-0.53	1	0.76	2	1.07	1	0.60	0	0.06	2	0.56	7	9.42	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	0	-1.55	2	-1.58	0	-0.79	0	0.15	2	-0.73	7	9.29	1	0.50	0	0.23	7	9.47	0	0.15	2	-1.08	0	0.32	2	0.56	0	0.14	0	0.17	0	-0.44	0	0.18	0	0.12
en	41	0	0.11	0	0.23	0	0.00	0	0.13	0	0.25	0	0.11	0	0.17	0	0.23	2	1.11	0	0.07	3	1.14	0	0.09	0	0.10	0	0.01	0	-0.73	4	4.21	0	0.19	1	0.50	0	0.09	0	-0.53	0	0.09	2	1.07	0	0.16	0	0.06	2	0.56	0	0.07	0	0.15	0	0.09	0	0.00	0	0.00	0	0.11	0	0.10	1	-0.98	3	-1.20	16	11.25	0	0.15	2	-0.73	0	0.08	1	0.50	0	0.23	0	0.07	0	0.15	2	-1.08	0	0.32	2	0.56	0	0.14	0	0.17	0	-0.44	0	0.18	0	0.12
